"reviews_review","reviews_user","show_more_reviews_review","show_more_reviews_user"
"","","Σε αυτό το σύντομο βιβλίο διαβάζουμε τις σκέψεις του. Ειναι η αυτοβιογραφια του και ήθελε να δημοσιευτεί 10 χρόνια μετά τον θάνατο του διότι αναφέρει πολλά ονόματα, υπαρκτά πρόσωπα. Για όσους λάτρεψαν Το Κοκκινο και το Μαύρο θα αγαπήσετε αυτό το βιβλίο. Αφορά συγκεκριμένη περίοδο της ζωής του. Πολλά μου έμειναν όπως "" Στην λογοτεχνική σταδιοδρομία ακόμα ένα σωρό πράγματα που εχω να κάνω. Οι δουλειές που εχω υπόψιν μου μπορούν να γεμίσουν δέκα ζωές...!!","Catherine Vamianaki"
"","","Πρόκειται για την αυτοπαρατήρηση ως φίλτρο της παρατήρησης του συνόλου ενός απ' τους μεγαλύτερους συμβολιστές ρεαλιστές συγγραφείς. Πραγματικά δε θέλω να γράψω άλλα, θα το χαλάσω. Δεν πρόκειται για λογοτεχνικό έργο, είναι ένα ημερολόγιο λογοτεχνοποιημένο με την στείρα, ισοπεδωτική πένα του Στεντάλ. Είναι σαν το δάκρυ που κυλάει απ' το σοκ στο υπερβολικό ψύχος κι ωστόσο επιτόπου γίνεται συμπαγές, λάμπει σα στολίδι, έχει όμως μια βαθύτερη αξία. Έγραψα κάποτε στη ΛτΒ απ' την πρώτη φορά που το διάβασα, πως ένα απ' τα αγαπημένα μου βιβλία, το Κόκκινο και το μαύρο, είναι υποδεέστερο των Αναμνήσεων Εγωτισμού. Πάντως κρατήστε αυτό, δεν είναι αυτοβιογραφία, γιατί οι αυτοβιογραφίες έχουν δομή και συνέχεια, οι Αναμνήσεις Εγωτισμού στην πραγματικότητα δε διαφέρουν απ' το δεύτερο μέρος του Περί έρωτος όπου σημειώνονται διάφορες σκέψεις και απόψεις του συγγραφέα. Μόνο που εδώ βλέπουμε περισσότερο τον Άνθρωπο, μ�� τις συνήθειες, τους φόβους του, την ιερότητα με την οποία πλησιάζει τους άλλους, έτοιμος να δεχτεί το καλύτερο μέσα σ' αυτούς ακόμα και ως μια ευχάριστη εξαίρεση. Είναι έργο που προσωπικά με καθησυχάζει, νιώθω πως δεν είμαι μόνος μου. Μου αρέσει η επικοινωνία, η καλή επικοινωνία, τη λατρεύω. Ωστόσο επιλέγω την αξιοπρεπή αυτάρκεια παρότι η λύπη με ρίχνει στη μελαγχολία, ίσως και στην κατάθλιψη,, γιατί οι άνθρωποι γύρω δε μπορούν πάντοτε να είναι στον αφρό, ούτε και οι πιο σπουδαίοι. Έχουν ανάγκη στιγμές χαλάρωσης, που για 'μενα προσωπικά πρέπει να κρατούν για πάρτη τους, για το σπίτι τους, όχι να τις μεταφέρουν έξω απ' την ιδιωτική ζωή τους ως ένα κόσμημα μονοσήμαντης διαχυτικότητας, που διαχέεται με πλαστά μέσα που στόχο έχουν να απομακρύνουν απ' τον άνθρωπο δίπλα σου. Κι αυτό που είναι τώρα, πάντα ήταν. Γι' αυτό αυτό το βιβλίο σημαίνει τόσα πολλά. Και γιατί ακόμα κανένας μα κανένας δεν είναι ολικά απορριπτέος, όλοι έχουν κάτι που τους ανήκει, ένα ποιό ανάλογο τους και σε ορισμένες περιπτώσεις πράγματι λάμπουν. Είναι ένα τεράστιο βιβλίο χωρίς καμιά φιλοδοξία να αρέσει. Μόνο να κατανοηθεί και καθένας σας που το αγοράζει δίνει μια ακόμη επιβεβαίωση πως κάποια πράγματα έτσι είναι και όχι αλλιώς. Αλλά και πάλι έγραψα πολλά και δεν το ήθελα. Είναι για 'μενα προσωπικά αυτό το βιβλίο διάφορα. Το τι είναι ή θα γίνει για 'σας, αποφασίστε το μόνοι. Η αξία του είναι προσωπική.","Paradoxe"
"","","This little book ended much better than it began. That may be only because as I got to know the man better the more I wanted to know. And, unfortunately, this is an unfinished memoir. Stendhal intended to give an account of his life in Paris between 1821 and 1831. There were a few references to the later years, but most of the commentary focused on the very early years of 1821-1824.
This edition has a very good introduction by the translator. I learned some background of Stendhal that was not revealed in the memoir. Stendhal's first cousin was Pierre Daru, one of Napoleon's most trusted administrator's and head of his War Department. Because of this relationship, in 1799, young 17-year old Stendhal was given a position in that department. He was acquainted with Bonaparte and much of French society.
Stendhal writes of that French society. By the time of the memoir the Bourbons were back in power, but somehow Stendhal manages not to be on the complete fringe looking in. However, he admits to hating Paris. Ah, but he loves women so, and much of this memoir is about his love life - or lack thereof.
I'm impetuous, passionate, unpredictable, excessively devoted in friendship and love until the first signs of coolness. Then, from the madness of a sixteen year old I move, in a twinkling, to the Machiavellianism of a man of fifty and, after a week, there's nothing left but melting ice, a perfect coolness. (This has just happened to me again the last few days 'with Lady' Angelica, May 1832).
I have yet to read my first Stendhal novel. Ellis says this memoir is written in a much freer style than his fiction. Stendhal has penciled a note in the margin of the original 'Made' fourteen pages on 2 July from five to seven. I couldn't have worked like this on an imaginative work like The Scarlet and the Black. Looking forward to that one!","Elizabeth (Alaska)"
"","","I gotta admit this was a very tedious read for me , and I was boarded out of my mind until I've finished it. what got me through this memoir was what Stendhal said in this quote :
""so I hope that , if boredom doesn't stop people reading this book, they won't find any sense of grievance against men.""
the period that Stendhal lived in was pretty tough I presume, and egotism was one way of making it through out among crowds and living life as a drifter, let alone having many woman as mistresses was a young man's habit.
I don't think I would read this in any time again ... SO BOARD 😵","Ghayeth Ersheidat"
"","","Mon Dieu, Comme ceci est mal écrit !
Stendhal – Souvenirs d’égotisme
Ennuyeux, superficiel, décevant ! Ça ressemble plutôt aux bavardages de nos chères grandes mères , Ou bien à un long registre où l'auteur dressait les noms et les portraits de tous ses gens de société qu’il fréquentait pour échapper a ses chagrins d’amour qui l’accablaient dans ces moments de solitude, mais sans cesser de critiquer leurs pensées , et leurs comportements . Tout au cours de la lecture le grand absent était Stendhal !
A la fin de chaque page je me demandait : A quoi tout cela m’intéresserait ? J’ai pris l’habitude de ne pas abandonner des lectures entamées, sinon je me serai débarrassée de ce livre qui coule de l'ennui depuis les 3 premiers chapitres.
Stendhal écrivait ses souvenirs (de 1821 à 1832) avec une simplicité étonnante, il a prétendu y subir son ego à un examen minutieux de conscience , mais à l’intérieur , on ne trouve que du vide :la finesse des analyses psychologique, La profondeur des expressions qui ont étalé le génie littéraire de Stendhal dans le Rouge et le Noir , ce charme dans l’écriture qui rend des détails non intéressants excitants et importants à nos yeux , tout cela était étrangement absent dans la présente œuvre..
Pourtant, il ne s’agit là que d’un brouillon d’un projet qu’il n’avait pas accomplit , ses souvenirs restaient cachées et n’étaient publiées que 50 ans environ après la mort de son auteur . Je ne pense pas que Stendhal avait la vrai intention de publier ses présentes mémoires sans y changer radicalement dans la forme et dans le contenu. Lui-même il signalait mainte fois sa non satisfaction de ce que ça plume traçait sur le papier. Il serait donc absurde de juger le talent d’un auteur à partir du brouillon d’un projet inaccompli. Voilà la seule justification qui soulage ma grande déception !
A mon simple avis , ce recueil de mémoires inachevé, plutôt à peine commencé , n’apprendra pas grande chose au lecteur à propos du caractère et de l’esprit de son auteur .. Julien, l’héro de son chef d’œuvre "" le Rouge et le Noir "" , qui n’est qu’un Stendhal caché dans la tenue de son héro romanesque t’apprendra beaucoup mieux à propos de la pensée de son auteur et de certains détails de sa vie
Un seul extrait avait réussi à exciter ma réflexion qui restait en repos complet tout au long de la lecture :
Mes jugements varient comme mon humeur , mes jugements ne sont que des apperçus
Stendhal - Souvenir d'égotisme
Cette idée qui était développée plus tard par Nietzsche, ce philosophe qui était largement influencé par la pensée de Stendhal dans le rouge et le noir .","Siham"
"","","Aviso: esta es una reseña totalmente subjetiva. Leí tanto de la vida de Stendhal en tan poco tiempo que ya confundí y olvidé fechas, nombres, hechos... Este libro me resultó mucho más ameno que La vida de Henry Brulard , pero hubiera preferido tener la posibilidad de elegir cuál leer y cuál no. Y es una lástima que ninguno de los dos me haya gustado lo suficiente.
Cuando supere mi saturación de Stendhal, voy a leer Rojo y negro . Al menos, cuando se trata de ficción no me quejo.","Yani"
"","","Rereading Stendhal after ten years and yep, he nails it. Quite a unique, fragmentary autobiography.","Londi"
"","","Frammenti di un mondo vacuo che ritorna
Stendhal, scrittore caotico e disordinato, lasciò molte opere incompiute, tra le quali spicca sicuramente il Lucien Leuwen, uno dei suoi indubbi capolavori letterari. Fra queste vi sono anche i Ricordi di egotismo, frammento di un’opera di memorie cui lo scrittore lavorò per poche settimane all’inizio dell’estate del 1832, quando si trovava, in qualità di console, a Civitavecchia.
Nelle intenzioni dell’autore i Ricordi avrebbero dovuto coprire quasi un decennio della vita di Stendhal, il periodo che va dal giugno del 1821 - quando lascia Milano per non cadere nelle grinfie della polizia austriaca che lo sospettava di appoggiare i carbonari, rientrando a Parigi - al novembre 1830 – allorché parte per Trieste essendovi stato nominato console dal nuovo regime orleanista. Come andò è noto: Metternich non espresse il gradimento per il console liberale e Stendhal fu inviato nella noiosa Civitavecchia come console presso lo stato pontificio.
Proprio per sfuggire alla noia che prova nella sonnacchiosa città di estrema provincia Stendhal, che ha da poco dato alle stampe Il rosso e il nero, inizia a scrivere le memorie della sua vita durante la restaurazione, durante il regno degli odiati Borboni, che rappresentava per Stendhal la negazione di tutto ciò in cui credeva, il trionfo – ancor prima che della reazione – della stupidità e della vacuità. Come detto, i Ricordi d’egotismo sono poco più di un frammento, in quanto le poche settimane in cui Stendhal ci lavorò gli permisero di descrivere di fatto solo il primo anno della sua vita parigina, e sono un frammento anche dal punto di vista stilistico, in quanto il manoscritto non fu mai rivisto dall’autore (fu pubblicato per la prima volta solo nel 1892) e si presenta quindi abbastanza disomogeneo e a volte sconnesso, colmo di divagazioni, di spunti che probabilmente Stendhal intendeva sviluppare in seguito, di appunti e note dell’autore in alcuni casi di difficile interpretazione senza le (per la verità stringate) note a margine del curatore di questa elegante, vecchia edizione SE.
Pur con questi limiti, i Ricordi di egotismo rappresentano un testo molto importante per comprendere da un lato la personalità di Stendhal, il suo pensiero politico e i tratti della sua psicologia, dall’altro lo spirito di un mondo talmente antistorico che sarebbe presto stato spazzato via dalla logica ferrea della realtà, ed infine per conoscere alcuni dei personaggi che in tale mondo si trovavano a vivere, molti dei quali essendosi riciclati per far dimenticare il loro passato napoleonico quando non rivoluzionario.
Stendhal riesce quindi, in queste pagine sia pur frammentarie, nell’intento – dichiarato nel primo capitolo – di ...far dimenticare al lettore gli eterni “Io” che qui troverà scritti, presentandoci una galleria di personaggi colorita e a tratti picaresca, riuscendo attraverso questi a descriverci la Francia smarrita e vacua del dopo-Napoleone.
Tutto è ovviamente filtrato dallo sguardo dell’autore, dalla sua capacità analitica e critica, che si esercita anche verso sé stesso, soprattutto nei primi capitoli, che ci parlano della sua disperazione per aver dovuto lasciare Milano e Metilde, la donna tanto amata che non gli concesse mai più di un’intima amicizia. Stendhal in quei primi mesi parigini vive di dolore e di noia, trova Parigi peggio che brutta, insultante per il mio dolore ed accarezza l’idea del suicidio, oltre a quella di approfittare del suo dolore per uccidere Luigi XVIII. Toccante, a mio avviso, per il candore con cui l’autore si confessa, è l’episodio raccontato nel terzo capitolo. Tre suoi amici di allora, vedendolo malinconico, organizzano una serata con alcune prostitute: Stendhal si apparta con Alexandrine, una ragazza molto bella che gli piace, ma non riesce a combinare nulla, perché il pensiero di Metilde si impossessa di lui. Gli amici naturalmente lo prendono in giro e per anni lo soprannomineranno babilano.
Tra i personaggi che Stendhal ci presenta ricordando il primo periodo del suo ritorno a Parigi un rilievo particolare assume La Fayette, che frequentava – al pari del nostro – il salotto della Signora De Tracy, moglie del filosofo illuminista. Stendhal dice di venerarlo per il suo coraggio e per il suo passato, ma non gli risparmia gli strali acuminati della sua pungente ironia, descrivendolo mentre ultrassessantenne, nel 1821, viveva alla giornata, tra pensieri scarsi… non si occupava d’altro che di strofinarsi da dietro alle sottane di qualche bella ragazza (vulgo tastarle il culo).
Le descrizioni del salotto De Tracy e degli altri luoghi in cui si ritrova una società varia ma in generale vuota di valori, intellettualmente e moralmente corrotta, sono tra le pagine più intense e divertenti dell’opera, e rappresentano tra l’altro un topos letterario che diverrà in qualche modo centrale nella letteratura francese del XIX e dell’inizio del XX secolo. L’emarginato Stendhal, che in quell’epoca sopravvive con pochi soldi, guardato con sospetto tanto dalle autorità quanto dai salotti per il suo radicalismo politico, si vendica così a posteriori delle grettezze e degli opportunismi che lo circondavano.
Annoiato dalla società Parigina, pochi mesi dopo il suo arrivo Stendhal compie un viaggio in Inghilterra, sulle tracce dell’amatissimo Shakespeare. Se da un lato sarà soddisfatto dall’aver avuto la possibilità di vedere alcune opere del bardo interpretate dal grande Kean, dall’altro non manca di farci notare come nell’Inghilterra della rivoluzione industriale, dove la borghesia ormai domina incontrastata, accumulare denaro è ormai la sola preoccupazione delle classi dominanti, che vedono la cultura e l’arte come una inutile perdita di tempo, mentre gli operai inglesi, con la loro giornata lavorativa di 18 ore, sono molto più poveri dei poveri francesi od italiani, che almeno hanno più tempo libero. Durante questo viaggio inglese, quasi a dimostrarci un equilibrio in via di recupero rispetto al dolore dovuto alla separazione da Metilde, Stendhal ci racconta di un altro incontro con una prostituta, durante il quale tutto va bene.
Stendhal dedica anche alcune pagine a Giuditta Pasta, la celebre cantante che riuniva nel suo salotto parigino i rifugiati milanesi, che per Stendhal fu una carissima amica e che rappresentava per lui il legame con Milano. Anche in queste pagine l’autore prende lo spunto per parlarci dei suoi gusti in ambito artistico, specialmente quelli musicali: venera Cimarosa e Mozart, mentre definisce fanfaronate le opere rossiniane.
Molti altri sono i personaggi e le situazioni che questo breve volumetto ci presenta, ma la sua accennata frammentarietà, accentuata dalla tendenza di Stendhal a divagare continuamente per analogia o per associazione, rende difficile seguire un filo logico anche di rendiconto, ragion per cui lascio al lettore inoltrarsi nei meandri della narrazione stendhaliana. Basti dire che a mio avviso i Racconti di egostismo rappresentano probabilmente il primo tentativo della letteratura romantica dell’800 di affrontare un tema – quello del recupero della memoria soggettiva che si fa anche affresco sociale – che quasi un secolo dopo sarebbe stato portato per così dire a compimento da Marcel Proust, non a caso francese e non a caso figlio di Stendhal e di Balzac.
Stendhal probabilmente concepisce i Racconti di egotismo insieme come un esorcismo ed una vendetta rispetto al periodo più difficile della sua vita, quando si trovò solo e sbandato sia in senso personale sia in senso sociale. A differenza di quanto avviene in genere nei suoi romanzi, non racconta in media res, ma subito dopo che il mondo da lui descritto si è dissolto con la rivoluzione di luglio. Ciò gli permette probabilmente di apparire un buon profeta rispetto al destino di quel mondo, alla sua vacuità e vanità, che egli riassume ad un certo punto magistralmente così: l’unica loro preoccupazione era che i loro capelli, aggiustati in modo da formare un rotolo sulla fronte, non s’appiattissero. Oggi, che viviamo in un clima culturale e politico per molti versi simile a quello della restaurazione, nel quale senza alcun Congresso di Vienna ci viene imposto di tornare a modelli sociali ed economici prebellici, quanta gente che pensa solo a non permettere che i propri capelli si appiattiscano ci circonda?","Vittorio Ducoli"
"","","Stendhal, con todo y su sensualismo romántico y sus arrebatos aventureros, fue un autor que no escribió para su tiempo y, a partir de aquí y con respecto a su ficción, merece ser considerado un “visionario”. Sin embargo, ¿de dónde surge esa capacidad para ir “más allá” deliberadamente? ¿Es algo con lo que se nace, o bien son las circunstancias y el medio las que dejan semejante impronta en el creador?
Recuerdos de egotismo es una suerte de antimemorias del periodo 1821-1830 en que Stendhal se exilió en París, herido en su amor propio por una decepción amorosa. En este libro atisbaremos un par de respuestas a las preguntas (no, no eran retóricas) del párrafo anterior, y asistiremos a un retrato hablado, parcial e incompleto, de la Francia napoleónica y la Restauración.
Bellamente editado por Cabaret Voltaire y con exquisitas notas del traductor Juan Bravo Castillo, uno de los más reputados stendhalianos en lengua española. Recomendable para aquellos que gusten de la ficción de Stendhal o los libros de memorias.","Francisco Barrios"
"","","Βρήκα τον πεσιμισμό και το μισανθρωπισμό του απλά υπέροχο. Όλο το βιβλίο πάει κάπως έτσι: Ο Τάδε ήταν συμπαθητικό στα 1823, όμως ... τελικά ο Τάδε ήταν ένας εντελώς ανόητος.
Το πικρόχολο χιούμορ, η ειρωνεία των όλων των κοινωνικών συναναστροφών ακόμη και του ίδιου του του εαυτού. Η μηδενιστική απόρριψη των πολιτικών τάσεων της εποχής του. Η περιγραφή της πλήξης των ""καλών σαλονιών"". Αυτό το αυτοβιογραφικό βιβλίο είναι ίσως η καλύτερη προσπάθεια του Σταντάλ να αποδώσει την υποκρισία πίσω από την δήθεν κοινωνική μας ζωή, ένα Όσο μπορείς, όμως συνοδευόμενο με την απαραίτητη παραίτηση. Μια παραίτηση που τον απέτρεψε ακόμη κι από την αυτοκτονία.
Πραγματικό και ειλικρινές ένα βιβλίο που το αγάπησα από τις πρώτες γραμμές
4,5 / 5","Ορφέας Μαραγκός"
"","","Fragmentary, but Stendhal is full of life, and his sharp observations makes it fascinating reading. Throughout the book, Stendahl's descriptions of the different people he associates with are acute and merciless; he doesn’t spare even the people he calls his friends - somehow it would seem he rather meant that he was able to bear with them temporarily.. The entire atmosphere of 1820’s Paris appears bleak and claustrophobic in Stendhal's anecdotes, and the social etiquette stifling to a degree that made me think it that it would possibly have made people ache for a bloodbath out of sheer frustration. Yes, that bad.
""Since it is much more of a fateful mistake for a young man to drop some unseemly remark than it is to his advantage to say something clever, posterity, probably less inane, will have no idea of how insipid polite society was.""
Stendhal himself doesn’t appear as entirely likable either, at first droning on about his heartache, or about the mistresses he could have had if he only hadn’t been so distracted by said heartache, or rather: distracted by trying to conceal said heartache so he wouldn’t be ridiculed – or (what he considers far worse): so his lost love, the incomparable Métilde, wouldn’t be ridiculed. Or about missed friendships, or about the salons he could have joined if only he hadn't been so distrait.. Well, the title Souvenirs d'Égotisme doesn’t exactly suggest he intended to spare anyone – much less himself. - As you keep turning the pages, it’s exactly his critical eye, combined with his wry wit, that makes him more and more likable: ""On arriving in a town I always ask: 1. Which are the 12 prettiest women; 2. Which are the 12 richest men; 3. Which is the man who could get me hanged."" - It becomes clear to the reader how, under certain noxious circumstances, how hard it is to be even remotely likeable.
There’s an amusing anecdote where he’s visiting whores in a remote district of London. Half expecting to be murdered by their pimps, Stendhal and a friend sets out for Westminster Road. It's a three-storey house, and Stendhal comments that ""In all my life I have never seen anything so small!"", and also that if it hadn’t been for the boredom of after-dinner London and “the stimulus of possible danger” he wouldn’t have gone at all. The next day, upon not having been murdered, but rather having had a good time (or so it would seem), they send for an excellent lunch to treat both themselves and the young girls. And after going to see a play (Shakespeare, most likely) they return in the evening with champagne. This is one of the few times where Stendhal behaves with a degree of exuberance, but it may contain a hint of what it did to him to be able to forget, if only for a very brief time, his great love Métilde, (who he’d left in Milan, the relationship still unconsummated after years of courtship), along with ""polite society"" almost everywhere he went..
""I am animated, passionate, wild, and sincere to excess in friendship and in love, until the first cooling off. Then, from the wildness of a sixteen year old I pass, in the twinkling of an eye, to the machiavellianism of a fifty year old and, after a week, there’s nothing left but melting ice, a perfect chilliness.""
Stendhal was a complex man in an era of extremes; of corruption, vain ambition, marriage for money (even the choice of a mistress or a lover was calculated by considering the advantages it could bring, or at least in most cases had an undertone of ambition), and, for anyone not entirely deprived of wit (as Stendhal would put it), an existence replete with boredom... ""...if I had been more astute, I’d become disgusted to the point of nausea with women, and thus with music and painting like my two contemporaries. M.M. de la [Ro]sière and [Per]ochin. They are dessicated, disgusted with the world, philosophers. Instead of that, in everything concerning women, I have the good fortune to be as naive as at the age of twenty-five. – This is the reason why I’ll never blow out my brains in disgust at everything, out of boredom with life.""
Stendhal had made sure this memoir wouldn’t be published until long after his death, so he gives himself a free reign in commenting on just about everything and everyone. For firsthand observations of early 19th century Paris (and France and Europe in general), Stendhal is a great and intriguing source. There’s really nothing else (that I know of) that quite compares to this when it comes to wry social commentary.
This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.","Falk"
"","","An episodic memoir in which readers get glimpses into salon life in France as well as life after Napoleon, but even better, readers are treated to Stendhal's perspicacious perception of what it means to be alive. His analysis of what's happening inside a person can happen in a flash, yet it is a well to return to.
Stendhal's absolute defense of tenderness and passion coupled with his disgust at coarseness isn't for all, but it has always helped me see new colors.
One of the best gems in these memoirs is when Stendhal mentions progressing with On Love -- any insight from Stendhal himself into this exquisite work is delightful and what he offers here will be adored by anyone who has enjoyed that book.
There are many favorite quotes in this book, but here are a few.
The fact is that I didn't love her enough to forget that I'm not handsome. She herself had forgotten the fact.
All his ideas were petty, but he had a great number of them, on every subject.
He also had delicate and charming turns of phrase, but they had to make sure not to rise above the Lilliputian littleness of his ideas.
I thought I could detect a total absence of logic and sometimes a capitulation of conscience, the numbing effect of a twinge of remorse that was trying to express itself. All this founded on the great axiom, ""I have to live.""
She became for me a tender, profoundly sad ghost, who, by her apparitions, inclined me powerfully to ideas of tenderness, kindness, justice, and indulgence.","Zach"
"","","Like, seriously, why did I even try? The writing is good - light and unpretentious, sincere and witty - the content however is unbearable. After 10 pages (or maybe 20-30, because I was stuck on the beach with no other book but this) I got mooore than enough of style and there was totally no need to continue with the read. I started drawing circles in the sand, a much better and deeper occupation.
I honestly wonder how it is even possible to be interested mostly in love affairs, gossip, and the occasional description of food? My IQ personally starts screaming for mercy after no more than a few seconds of such talk. I guess what is even more troubling is that the sketch is autobiographical. Makes me wonder how did the author even manage.. Anyway, so much with French realism for me. I was quick to grab a volume of science fiction instead.","Диана"
"","","This is an autobiographical book written in 1832, dealing with Stendhal's life on daily basis. Most of it takes place in Paris with a trip to London. His impressions of society and the art world of the times are highlighted and in very colorful ways.
I especially liked his portraits of some of his celebrity friends in Paris. And there are some very candid moments too such as when, after visiting a brothel, he admits he ""...failed entirely with her; it was a complete fiasco...""
I've read the The Red and the Black and this book of memoirs further adds to his distinct literary voice.","Erma Odrach"
"","","This is a minor work by Stendhal, a memoir of a few incidents, dashed off in a few weeks, with not so many hilarious, devastating lines, but still some beautiful self-laceration and exposure of what is weak, petty, desperate and boring in us.","Patrick"
"","","This is a nicely edited edition. The work is a rambling stream of consciousness written in 1832 by the novelist to see how much he could turn out if he just kept writing. It's gossipy and speaks of trying to get over his love, with observations on Milan, Paris, and England","Lila"
"","","Good stuff! Really short and impossible to follow, but something to read if you like some wit in your sentences and a little context to the time period / Stendhal's philosophies. I'd reccomend checking out one of his novels first though I think I might revisit it after reading one of them.","Kieran"
"","","I love Stendahl, but this is a good example of how a Brett Easton Ellis or Jay McInerney will weather time. I didn't get half the references and I didn't care.","Erik Raschke"
"","","Korter en ook wel wat vermakelijker dan Het leven van Henry Brulard. Maar toch vooral van hetzelfde laken een pak.
Zijn romans zijn leuker om te lezen.","Frank"
"","","A lesser work than Life of Henry Brulard, but still interesting.","Cooper Renner"
"","","Finding this kind of dull.","Ann M"
"","","Stendhal is a delightful prick in this. Great fun if you like Stendhal, probably not meaty enough to warrant a read if you don't.","Holly Raymond"
"","","B-sides of Mister Beyle. Im happy reading it now (35 yo). Pity that foreword of Doris Lessing is not in my reach.","Wojciech"
"","","not memorable like his great works","Sigrun Hodne"
"","","(3.5/5)","Noam"
"","","truth","patrick"
"","","Kostelijk!","Kari-Anne Fygi"
"","","Da questi diari mi è rimasto che, dopo il Rosso e il Nero, Stendhal si è chiesto se avesse davvero dell’ingegno, e se davvero avesse lasciato il segno.","perla"
"","","I don't know why I read this.","Mike Blackwell"
"","","An absorbing read. Stendhal was one of the most interesting of 19th century writers. In this book he is perfectly frank about everything. It makes me want to read his other autobiographical works.","David Massey"
"","","This is a book by a writer, primarily for other writers. Stendhal is carrying out an interesting experiment, and I'm surprised that it hasn't had more of an impact.
Unless you have an unusually positive view of human nature, you'll agree that most autobiographies are dreadful collections of self-serving lies. (No, you said ""Tony Blair"". I never mentioned him). In general, it's easy to point fingers, and of course some people are worse than others. But even the most careful, consciencious, impartial seeker after truth is likely to end up with a variant on the usual mess. Simone de Beauvoir, who I think is about as honest as it gets, complains bitterly that her memoirs are filled with mauvaise foi. Churchill's History of the Second World War is brilliant, but contains flagrant half-truths and omissions; he wasn't allowed to write about Turing and the code-breakers because it was still top secret, and it was psychologically impossible for him to give the requisite weight to the story of the Eastern front.
If de Beauvoir and Churchill can't get it right, what hope for mere mortals? Stendhal was well aware of the problems, and tried to cut the Gordian knot. He wrote down his story very quickly, with minimal or no revision, as if he was writing a series of letters; he also decided from the beginning that it would be published at least ten years after his death, so he wouldn't have to worry about hurting people's feelings. The result is interestingly different from a normal autobiography. It's unavoidably incoherent in places, and often comes across as just rough notes - there are places where the editor says he's left up to three quarters of a page of blank space, presumably intending to fill in the gap but never getting around to it. Often, he talks about people and places without adequate introduction, and I had one finger permanently in the end-notes - Stendhal scholars have spent over 150 years trying to figure out obscure references, and there are still instances where they're stumped.
But you really do have the feeling that this is someone who's not just trying to be honest, but actually succeeding a lot of the time. Three things in particular stand out. He spends a great deal of time regretting love affairs that either went wrong or never happened; he is appalled by the dishonesty and mediocrity of nearly all his fellow-writers; and, although he dearly loves his friends and does his best to explain their stirling qualities, he's completely unable to do so. They're just, you know, great guys.
Even though the first impression is of a very unfinished work, there are lovely fragments scattered through the text. It's rare to have three pages go by without finding something you immediately want to quote. I think this was my favourite passage, though many others ran it close:
Avez-vous jamais vu, lecteur bénévole, un ver à soie qui a mangé assez de feuille de mûrier? La comparaison n'est pas noble, mais elle est si juste! Cette laide bête ne veut plus manger, elle a besoin de grimper et de faire sa prison de soie.
Tel est l'animal nommé écrivain. Pour qui a goûté de la profonde occupation d'écrire, lire n'est qu'un plaisir secondaire. Tant de fois je croyais être à 2 heures, je regardais ma pendule: il était 6 heures et demie. Voilà ma excuse pour avoir noirci tant de papier.
My translation:
Have you ever seen, gentle reader, a silkworm who has eaten enough mulberry leaves? It's not a flattering comparison, but a very fair one! This ugly creature no longer wants to eat, it wants to climb up somewhere and start making its prison of silk.
The animal called the writer is similar. For someone who has tasted the profound pleasure of writing, reading is no more than a secondary pleasure. Many times I've believed it was 2 in the afternoon, and then looked at the clock to find it was 6.30. There's my excuse for having blackened so much paper.
Well, I had better get out of my cocoon and start making dinner. But I do so wish I could reply to him! If you happen to have a time machine, please deliver this note to M. Beyle in 1833; tell him that his book was by no means as dull as he feared, and is still appreciated in 2010. He seemed concerned about its future success, and I'd like to reassure him that his experiment worked out very well.
___________________________________________
I just can't stop thinking about Stendhal's unusual book! Have to give it another star in recognition of that :)","Manny"
