"show_more_reviews_review","show_more_reviews_user"
"This book was quite different from what I expected: the blurb paints it as a book about going to university and the struggle between her and her parents, but in reality the book is more like 90% childhood memories and reflections before it even tackles leaving for university. This isn't a bad thing, as the two things are linked together at points in the book, but it's still a strange choice.
It's incredibly well written: although I thought it was quite tangential, it makes the memories of her parents a lot more interesting to read, as sometimes people talking about their childhoods for 300 pages can be dryyyyyy.
Recently I've found myself exclusively reading American books, especially nonfiction, so this was my first try at being mindful of reading more widely. Overall, I thought Orr's thoughts on being Scottish and working class were the best parts of this book, probably due to the familiarity I have with that.
This quote, from p124, has stuck with me, and reminds me why I like nonfiction so much: ""Is memoir therapy? Or is it vengeance?""","Lauryn"
"Mooi boek, lastig te beoordelen. Deborah Orr kan heel goed schrijven. Het verhaal was in een mum van tijd uit. De memoires van een journalist die opgroeide in een klein mijnstadje in Schotland. En hoewel de gebeurtenissen in het Verenigd Koninkrijk in die tijd genoeg aanknopingspunten geven om uit te zoomen, kiest Orr er juist voor om de focus te houden op haar gezin. Met de volle aandacht op haar ouders, die volgens Orr narcistisch gedrag vertonen of misschien wel narcisten zijn. Dat laatste vond ik soms wat ongemakkelijk om te lezen, omdat Orr steeds haar eigen ouder psychologisch duidt, alsof ze een volleert psychologe is. De kwalificaties over de geestelijke gesteldheid van haar ouders waren bovendien overbodig, want iedere lezer kon ook zelfstandig tot dit oordeel komen.
Ergens las ik commentaar op dit boek, de vraag of het boek een vorm van therapie is voor Orr of wraak? En hoewel ik het boek uit heb gelezen, kan ik daar geen goede keuze tussen maken. Daarvoor vond ik toch dat ze haar ouders iets te vaak een trap na wilde geven. 3,5 ster.","Mart"
"An unflinching memoir with no detail seemingly spared. Deborah Orr describes growing up in Motherwell in the shadow of the now defunct Ravenscraig steelworks and her unusal, somewhat dysfunctional family dynamics. Brought up by a sometimes suffocating, sometimes sympathetic, mother who soaked up all her emotional energy and prolonged an extreme attachment well into adulthood, Orr struggled to detach herself and form ""normal"" relationships. Though sometimes it seemed that she wasnt quite sure what these should be. Her relationship with her father, also complicated by his often negative judgements of her, is however described as close and loving. Her descriptions of a tough environment, sometimes alleviated with forays into nature, are terrific descriptions .The depiction of social housing at the time and the relief of her parents at finally getting housed away from the bleak towerblocks, overrun by somewhat feral children, which covered the area, is raw social comment and her powers of observation foretell the journalistic career she was yet to pursue.","Sue"
"I forced myself to persevere with this book. It’s snippets of a life of a person who has glided along not knowing who, what or why they are, but not really understanding that despite appearances we are all essentially the same! Do any of us really feel we fit, or we are ‘normal’? We either don’t realise, find a focus, or are able to put a more positive spin on the life we live. Well that’s my theory! I’m still gliding but I don’t feel the need to find reason or blame!
I felt that this was a memoir of someone sad, sad for themselves and even sadder for their parents. Interesting in places as you see how the decline of the steel works affected a get on and do generation, and then the demise of areas built on a workforce that no longer has work.
I can’t say I was gripped, or invested in any of these real life characters no one was particularly upbeat or inspirational. But then it’s real life, I hope this put to bed some of what had clearly haunted the author. Knowing that Deborah Orr died at 57 from cancer is such a bitter pill, may she rest at ease now.","Karen"
"Late to the party on this brilliant, emotional, raw tale of growing up in Scotland but I'm glad I took the time to read it.
As the title suggests Deborah Orr's upbringing in Motherwell was probably similar to a lot of people's adolescence but so very rarely do you see a history like this written down. Having parents who are a similar age to her and similar parentage it was fascinating to hear a slice of history like this.
Her relationship with her mother was definitely more fractured and some pretty big blow outs were definitely on the cards. Towards the end of book Orr confirms that she had considerable amounts of therapy and I think this shows, there's a resilience to her scenarios but with definite clarity with hindsight.
She went through some truly brutal times, as much as I wanted to hear about her marriage to Will Self there's very little included here, obviously a considered choice. Orr's tale ending in the way it does adds to the considerable sadness surrounding her stories. It truly was an excellent read.","Alistair Who"
"I honestly don't have a lot of thoughts about this book. It took me ages to read because it's not really that interesting for me. Deborah Orr is a great and popular journalist so this book is written very well, but I just didn't really take much away from it. Some of the social history mentioned was pretty interesting but her life wasn't really eye-opening or really just that different from just a normal one, I guess? I'm not sure how to explain it. It wasn't necessarily boring for me but wasn't interesting either.
I felt through most of this book that it was explaining how terrible her parents were but they have good qualities! Honestly, they weren't that bad! They were just narcissists! It made me feel uncomfortable at times and honestly, does someone working out how they really feel about their parents warrant an almost 300 page book? I'm not sure.
Anyway, this wasn't bad, it was ok, but I don't think I'd really recommend it to many people or ever read it again.","Rebekah May"
"This was on my list of books to buy on a trip to London in late March 2020, which needless to say didn’t happen. I eventually found online a hardback copy for a pittance from a Goodwill store in Colorado Springs of all places. Given this has not to my knowledge been published in the US, I wonder at the provenance which brought this book to me. Indeed it is marked 16.99 UK only. But after all that this was disappointing. Too much detail about her childhood which seemed to be there just for the sake of it, rather than illuminating how she had grown up and her relationships had been shaped. I wanted more about the Deborah from the working class Scottish background who managed to navigate her twenties so successfully to become the youngest ever editor of The Guardian Weekend. I guess that was not the point of this book, but I was not really engaged for long sections on her brother or school friends.","Esther"
"In many ways a sad book, I think, about family life in the shadow of the steel works of Motherwell. And a sad story of a mother and daughter that can't meet each other. Although at times they must have been happy enough together, although we learn less of this than of Deborah Orr's mother's inability to visage another life for her daughter than what she had had herself. Or she just not want her to have another life than she had had herself? And for what reason; because she felt it was a woman’s proper life or because she didn’t want her to do better? She was in many ways a horrible mother, but Orr also tells of many happy occasions, just not so much of them as of the bad things. And these are often hard to read about. Less is written about her father’s dominance of the family. Orr talks a fair bit about narcissism, but I am not sure is the answer is so simple.
Anyhow, an interesting read.","Bodil Enoksson"
"A good drinking game: before sitting down to read this, fill your glass and then take a sip each time you read the word ""narcissism"" or similar. You'll be fleeing by the end of each chapter. Which is an interesting feature in an autobiography....
There were interesting features in this book, but it was rambling in its telling, and largely had the feel of someone getting things off their chest. To use a phrase that they might have used themselves, her parents would be turning in their grave at its writing, and it left a sour taste of revenge being sought. Everything that happened was someone else's fault, mainly her parents', yet with little recognition that her parents were also products of their own upbringing.
I read this as it had been recommended, and I grew up nearby, but I rather wish I had ignored the recommendation. I'm sorry that this is the memoir that she chose to leave us. Rest in peace, Deborah.","Blair H. Smith"
"A quick glance over the five star reviews of this book, compared against the lower ones, tells me exactly the story I predicted of reviews I imagined, in my head, whilst I was reading the book. Simply, that some people are going to be very, very uncomfortable about some of the messier emotions and realities of family life, and how this can unfold down the generations. I found both main aspects of this book - the evocation of a place, culture and time / and this culture contrasted alongside the author's experience and eventual knowledge of herself in relation to others - a very absorbing and memorable read. There is, of course, a deep sadness - that of not being able to satisfactorily resolve these issues in ones lifetime (her relationship with her parents), and gaining this understanding only towards the very end of her own. I would end by saying that I believe this book will help others come to an accommodation and understanding within a more hopeful timeline.","Airlia"
"I wanted to like this book - and I did. I got it. At times I could feel the numbness, that I’m sure Deborah often held whilst recounting traumatic childhood memories.
I read a review that said they thought that Deborah’s recounts were nothing more than ordinary things that happen in childhood - and that Deborah was unfairly painting her parents as narcissists. It’s dependent on how you grew up, on how you view and relate to small subtle cruelties that chip away during your formative years - these trivial incidents do shape us and I think it’s really interesting that you either see this or you don’t. You relate or you don’t.
I think Deborah spoke about her life incredibly well, articulated her confusion, loss, sadness and desire to be loved by her rejecting family, even though she would have been better off without them. I feel I understood what she was trying to express here and I’m glad she got to write all this down before her death. I’m glad this book exists in the world.","Amira"
"My thoughts.
Deborah seems obsessed with narcissists something which is mentioned about 26 times in the book. The book seems a good social history of Scotland throughout the 60s and 70s and 80s
She funny, dry humour, which is I think a common Scots trait.
I find at times opinion quite grating in manner. Though in the end I had a lot of admiration for an ordinary person disadvantaged by class & sex. Who had has made their mark in life, exceptional.
overall a brutally honest book. Sadly condemning of human relationships generally especially between men and women. Are we really that obsessed with sex? this is noteable especially in chapter 8 Crispin.
I accept we are obsessed with narcissism and our own self, Ego has always been the problem for humans.
Excellent read. Ultimately as the author says the story is about patriarchy and its damage to generations.","Rob Thistleton"
"Certainly, Deborah Orr can (could) write well. And having grown up through the same times that she did, I read her account of her world with interest.
However, there is an inbuilt ‘problem’ with memoirs- they are, of necessity, a very one sided account of things - the default position is legitimately “this is how I experienced this”. In Orr’s case this meant her writing is very unbalanced, and ‘pity, pity me’. Actually, perhaps I’m being harsh because of my huge irritation by the ‘fag packet’ psychobabble relating to Narcisism, which she kept banging on and on about.
Some people are arses simply because they are arses. Nothing to do with psychopathy.
It seems to me, Deborah died still trying to work through her grievances, her traumas and her anger. This memoir is perhaps an unfinished work. If she had been gifted more life, I suspect she would have reviewed and edited it.","Gail"
"Really don't know what all the fuss was about (maybe just because she was well-known in the newspaper industry), but this is a very insubstantial book. Maybe it is too familiar and maybe the cliques were coming too thick and fast, but she's not the first person whose mother didn't shower her with all the attention she wanted and I'm sure she won't be the last.
This was promoted as a wonderful, ground breaking book, but it just felt like everything good that happened in her life was despite her mother, while everything bad was because of her. Orr's father is portrayed as being less than a saint with his discriminatory views, but it sounds like Deborah Orr got a therapist to explain her life to her, and she went with it.
On the plus side, there were some things given a historical context but this felt like score settling with dead people.
#alphabetsoup","Colette Coen"
"Deborah Orr overleed in 2019 en was journalist voor The Guardian en The Independent, twee kranten die ik in mijn anglofiele fase erg graag las. Ik vermoed dat ik daardoor deze memoires meenam uit de boekhandel. En verder ook de beloftevolle zin: ""Pas nu kan ze duidelijk zien hoe disfunctioneel haar familie was, en hoe allesbepalend de invloed van haar moeder op de rest van haar leven is geweest."" Die disfunctionaliteit wordt verklaard door het narcisme waarvan haar familie doorspekt is. Een halfslachtige analyse wordt dat uiteindelijk - 'Always blame the parents', niet waar? - die me niet kon overtuigen. Restte mij nog: meer te weten te komen over het leven in Schotland onder Thatcher. En daar scheelde de mismatch tussen het boek en mezelf dan weer aan mijn te gebrekkige kennis over die periode. Te weinig aanknopingspunten waardoor het lezen worstelen werd.","Minnie Vos"
"I'll get this out of the way: my only criticism was my having to re-read snippets due to sentence structure but I reckon that's due to the author having written as it would have been vocalised; something I do!
I found this so moving. So many parallels between Deborah Orr's family experience and mine. The book revolves around the passing of her parents and the clearing of their home by her and her brother. Memories, childhood, reflection on her and her parents' character and drives. The narrative on narcissism running through the book was insightful. An added engagement were detailed descriptions relating to the demise of industry in Motherwell, her home town under the Tory government in the eighties and the devastating impact on individual lives and communities.
Reading this now, it is so sad as she must have died shortly after writing.","Paul Clarkson"
"I found this to be a profoundly sad book, and a moving reminder of the way in which remarks, attitudes, controlling and coercive behaviours from parents we love can carve so deeply into our core. It evokes very clearly a time and a place, a way of being many of us did not question until our teens, prompting a severance from which we never truly return.
It is by no means a great book; it is crying out for some editorial input especially around the repetitive reference to narcissism. I would also have liked to know more about how these experiences shaped her later life and relationships. Presumably her early death is the main reason for the absence of both. In the absence of a longer period of reflection and - I’d like to think - happiness - it is the emotional rawness of her residual trauma that causes me to feel a great sympathy for her.","cydell"
"""Raving reviews"", zoals de Engelsen zeggen, maar ik ben maar matig enthousiast over deze memoires van Deborah Orr. Het staat bijvoorbeeld vol met ellenlange nutteloze beschrijvingen van ""dingen"" die helemaal niet van belang zijn voor het verhaal, en echt goede dialogen of weergaves van gesprekken in haar leven ontbreken veelal. Daarnaast gebruikt ze geloof ik voor iedereen met wie ze gebrouilleerd heeft het woord ""narcist"". Haar ouders zijn narcisten, haar exen zijn allemaal narcisten en de inwoners van Motherwell: allemaal narcisten. Nergens keert ze naar binnen en gaat ze bij zichzelf te rade over waarom ze dat zo ervaart, waar die harde oordelen vandaan komen, of ze wel kloppen. Er zijn in het boek eigenlijk geen mensen over wie ze liefdevol schrijft, en dat maakt het nogal taaie kost.","Joyce"
"Such an interesting book this one. I must admit I don’t think I’ve ever been to Motherwell and really all I know about it is that they have a football team and that they used to make steel! Which is what she says most folk say in the book! Some funny moments in the book and lots of memories as she is a couple of years younger than me so when she talks about her childhood and toys and magazines or comics that she used to have/read, it was very similar to my childhood! Fascinating bits about narcissism and disassociation which was very interesting. She had quite a difficult life it seemed to me and quite a few nasty things happened to her and her relationship with her parents was fraught to say the least. Definitely worth a read though.","Jane Watson"
"I really, really wanted to like this book but I just found it incredibly narcissistic, and well, a bit bleak.
Whilst I admire her vulnerability for opening up about her childhood, I feel like the whole book was dedicated to slating her parents for their choices - especially her mum. I'm just not sure what the reader is supposed to get out of the book, other than to not be so bitter about things out of your control or to not spend a life so enraged...
I also found her writing style to be massively messy, and I didn't like the fact that she would jump from her childhood to adulthood within one chapter, as it only complicated things.
All in all, a 2/5 but only because I managed to finish it.","Bekki (bekkis.bookshelf)"
"This is one of the best memoirs I’ve ever read. Deborah Orr was a Guardian journalist and died in 2020 aged 57 of breast cancer. I’d read some of her columns before but didn’t know a great deal about her other than she’d been married to the author Will Self.
The author writes movingly of her Motherwell childhood in the 1960s and 1970s. Her mum and dad were working class and wanted Deborah to get married and be a home maker like Win, Deborah’s mum had been. Deborah had other ideas and wanted university, sexual freedom and a career.
I recognised many of the sectarian divides Deborah describes, also the Scottish school system was familiar to me as I am only four years younger. I’d like to write a memoir as funny, heartbreaking and moving as this.","Sue Barbosa"
"I've wanted to read this book for a while and I'm so glad that have now.
Motherwell is the story of Deborah Orr's upbringing in Motherwell and how the town and her family, especially her mother, shaped her life.
Her writing has a rawness about it that entirely suits the story. There are parts that are shockingly sad, that will leave you shaking your head but there are also parts that are laugh out loud. In many ways it's the contrast of the happiness and the sadness that make it such an excellent read.
For me personally, being brought up in Edinburgh there were so many parts of her Scottish childhood that I recognised. I could still happily eat a jeely piece now!
An excellent read that I would recommend.","Fiona Dinwoodie"
"I saw this book stocked in numerous Waterstones stores and having relations who once resided in the surrounding boroughs to Motherwell this book really caught my interest. It reads like a literacy essay on Motherwell and the social and political issues the author grew up with in her childhood during the 1970s and 1980s during Thatcher's reign - from the milk cartons being taken away from primary schools, the eleven plus exam to the author's personal experiences with narcism. I liked how at one stage New Lanark gets a mention too and the social housing system at the time during the seventies and eighties. I fully recommend the read if you are into social and political issues and the history of areas in Scotland post industrial revolution.","Sam"
"I love Deborah's voice - clear, intelligent, compassionate. I think she really conveys an understanding of the social climate of her families upbringing and a love/respect of the natural beauty of where she grew up. Some of the experiences she went through were shocking but almost everyday (every woman) in the sense of how they fit within a patriarchal and traditional Scottish society. I was absorbed in her story and cheering her on. My only criticism would be her overuse of the term narcissism and using it to explain the psychology of her family and any difficult character that she became involved with. I think the book is also a love/hate story to her parents. I was sad to read that she has died and I will definitely be looking up her journalistic work/articles.","Hannah Mueller"
"Having grown up in a very similar time (although a completely different place) to the author, I found a lot of resonance in this book. It was interesting to hear about how different life was in a different place too. It wasn’t a particularly gripping or enjoyable read though and although the author obviously did very well in her life there was very little of her climb out of a pretty depressingly awful childhood to give balance to the read. It felt like quite a self indulgent book, and whilst I admire the honesty it felt like quite a voyeuristic read. By the time I reached the end of the book I’d also forgotten why she loved her dad so much, though I imagine that was revealed in the early part. I couldn’t be bothered to go back and reread.","Christine"
"Tough to rate, would have given 2.5 stars if I could have. This title popped up a few times in my search for mid 20th century British working class non fiction, gave it a read despite the many somewhat negative comments.
It's not that it was poorly written, it isn't, it's just that it really isn't a typical memoir (and there really is nearly no tie in to the working class society that I was looking for). It reads like it was a form of therapy for the author who had a very difficult relationship with her parents. I mean, it was really dragged out, gone over, back and forth, over and over again.
I hope it was cathartic for her. I hope she found some peace. Unfortunately she passed away before this was published, from a recurrence of breast cancer.","Alexa"
"Deborah Orr left her life on paper, her childhood, teenage and adult years open and bare. The natural angst as you grow and become something that your parents can’t control, the life your parents lived and experienced that imbues their every action of parenting and as child makes no sense. Deborah’s life is forever coloured by her parents, free at fifty and yet suffering, trying to please, never quite feeling enough. A book where we can all recognise the angst of childhood, of not wanting what our parents want for us, feeling trapped, breaking free, and, it still not being a right or happy life.
Orr writes from the very pit of her stomach and the love in her heart.","Rebecca B - What Rebecca Read Next"
"The honesty/frankness the author uses when reflecting on her family was at times challenging as it wasn't the classic examples of a negative relationship I've come to expect perhaps in biographies.
Throughout the book she reflects on societal expectations, cultural influences and shifting value systems and how these impacted at a personal & family level. She reflects on the changing perspectives of parents, family stories and childhood as she grew up. I found sections really thought provoking and interesting with universal truths and an insight into a time and place in history I've not thought much about before. I would therefore recommend this book.","Eileen"
"I loved this book, a brilliant page turner, poignant, moving, a roller coaster of emotions, not least the fact that this book was published very shortly after Deborah Orr's untimely death in October 2019. I could relate to a lot of the trials and tribulations of growing up in the sixties and seventies, the family politics and related emotional roller coaster that is part and parcel of growing up in families that are stuck in their own world. Narcissism rears its ugly head on many occasions, parents stuck in a time warp and entrenched in ideals and moral values that make life so unnecessarily difficult. I'll never forget Deborah and I'll never forget this book.","Anastasia Georgiou"
"This was raw and very painful in parts, with its honest account of parents who mean well and love you but have traumatised you and ruined your life (especially your emotional life) nonetheless without actually doing anything actually criminal, so you can’t even feel that it was their fault and have to blame yourself instead.
Reviews I saw tended to focus on the political angle, with the destruction of the steel industry and the shafting of working class strivers during the Thatcher years, but for me it was all about growing up as a clever girl in a patriarchal household with totally controlling parents.
Poor Deborah, too—dying just as she was finally working out how to live. RIP.","Elizabeth Eva"
"This is a well written book no doubt about it. Deborah Orr has a deft touch and many a great turn of phrase. Her portrait of growing up in a bleak Scottish estate was vivid and at times touching.
Personally though, I didn't warm to her as a narrator. Felt her to be very cold and clinical and possessing more than a touch of arrogance.
I tend to judge books by how they left me feeling and despite the technical excellence of her writing and the sociologically interesting topic, I struggled to finish this book and ultimately found it depressing. Did read it during first lockdown of 2020, so that probably didn't help!","Anna Mc"
"Journalist Deborah Orr's memoir is an evocative time capsule of 70s Scotland, and the depictions of family life in Motherwell with her strait-laced parents is frank and caustically witty. She has a brilliant eye for detail, picking out telling objects, sounds or feelings that bring her memories to life. She also has a fury that drips from the page when she steps out of the past to psychoanalyse 'narcissistic people' (ostensibly her mother, but in reality, I'm sure, in reference to her ex-husband Will Self). Orr died from cancer in 2019, sadly before publication date. The book remains a vivid legacy.","Carolyn Drake"
"Self deprecating, Orr writes about her early childhood raised in a council house in the heart of the UK Steel Industry during the 1960's - 1980's. She negotiates memories of school, friendships, money but mostly her parent's relationship. Her parents were pretty strong providing constant love and affection and never denying the two young Orrs the resources they needed. My impression is that this was a family of strong personalities and those personalities would inevitably clash. To have progressed as far as she did was a major achievement and I am glad that I could read about it in her Memoir, Motherwell by Deborah Orr.","Kate"
"Having been brought up in the 60s in a town dominated by a huge steel-making plant, I was attracted to this memoir. As well as the location I was able to relate to Win who bore very similar traits to my mother. Orr’s deconstruction of her mother’s narcissistic personality was interesting but I feel it was sometimes harsh and that Win was just a typical provincial woman of her time, who struggled to assimilate the drastic contemporary social changes.
Despite Orr’s standing as a journalist, I found some of her grammar and style somewhat wanting. However there were equally some well constructed passages of social commentary.","Isobel"
"My family hailing from a mining town I recognised a lot of the effects of deindustrialisation on the communities whose life blood are the mines.
The Freudian views were not my thing, but if it helped the author again a clearer understanding of her situation that is all for the better.
This autobiography manages to be at the same time intensely tragic (relationship to parents,sexual abuse including being raped about five times) and funny (""With those exam results you can do ANYTHING! Nurse OR teacher!!!"").","Mothwing"
"I enjoyed reading this book and took great pleasure in those ""ah yes, I remember that ..."" moments (of which there were many) in the book. In this respect it is a fine memoir. Part way through the book Orr asks ""is memoir therapy, or is it vengeance?"" For me this demonstrated an alternative thread running through the book. I appears that Orr had a difficult relationship with her parents, in particular her mother. I found myself wondering what lay behind the writing; really is it theraoy for Orr or vengeance on her mother?","Angela"
"I was sceptical about reading this at first as I sometimes found Deborah’s writing (especially on twitter) quite abrasive. This is a brutally honest but beautifully written account of her life and the people and events which shaped it.
Her writing style is so clear, evocative and engaging.
Even when talking about difficult things you never get the sense that she’s talking out of pity or revenge despite having every right to. She’s just telling her story, warts and all.
Such a shame she didn’t get to see the responses.","Rachel Williams"
"Having been a fan of Orr’s journalism and saddened by her death, I eagerly anticipated a full volume of her writing. Unfortunately I found this distinctly average. Notwithstanding the occasionally acute social observation and pithy asides, the memoir mainly read as a ranting catharsis about a fairly average childhood (who has an entirely functional relationship with their parents?).
More interesting - and disturbing - were the university chapters. I can’t help but think the record of the next years of her life would have had greater merit but sadly this will not be.","Eliza"
"A vivid, honest memoir, that captures both a family dynamic and a way of life in a particular place in a particular era. It also captures the painful disjunction that Orr experienced between the family she grew up in and the professional world she came to be a part of. I am glad for Orr's own sake that she was able to write and publish this book before her death, as it is her way of 'owning' her own history, and working through trauma. Her wide application of the term 'narcissism' was not always entirely convincing, but it was clearly a concept that helped her make sense of her life.","Chimene Bateman"
"I loved Deborah Orr's journalism and her memoir is equally strong - Orr doesn't flinch from honest and searching accounts of her own behaviour and her family, particularly her mother. There is a sense of not letting herself - or anyone else - off the hook, in service of some kind of truth. It's a portrait of a vanished moment in Scottish history as well - the closure of the Craig, the stifling and oppressive nature of life in small-town lowland industrial Scotland, and the optimism of change, especially for women.
I wish Orr was still around.","Belinda Weir"
"I found this a hard book the give a rating. Mainly due to the fact that the author died and I didn't know much about her before. It is a good 3 not a negative 3. It is well written and engaging, I do feel a lot of the shocking stuff was let towards the end. Also a minor criticism is you ask yourselves wh=ere her parents that bad or maybe just being parents they were not always perfect but had faults like we all do. To be fair to her she does say that in her own way.
It was a good memoir, I didnt love it I liked it a lot","Grant"
"I give it a 4.5. The writing is excellent and she (the author) evokes the time and place so well. Some of her experiences are shocking and others funny/ emotional. It’s particularly poignant to read knowing that she died so soon after writing this book.
The difficulty I have, which I see I share with others, is in the portrayal of her mother as a narcissist. There’s is clearly a conflict in how she feels about her mother and in trying to resolve this she comes back time and again to this topic. It’s provides a distraction in an otherwise excellent read.","Emma Guthrie"
"Beautifully written, but at times a painful read.
Orr’s an outstanding writer, and her memoir built around the items she discovered in her parents’ bureau after her mother’s death is an interesting structure.
Her gaze is clear, hard and often brutal. “Is a memoir therapy? Or revenge?”
There were elements of both. Holding simultaneously her conflicting images (as we all do) of her parents - the wonderful loving father, the racist sexist bigot. The cruel narcissistic mother and the woman who plays on the carpet, sings songs and watches childrens telly cuddling her kids.","Jay"
"Heard about this book last year and was intrigued to read a memoir about someone growing up in a Scottish town.
There was a lot to like about this book - there were many relatable anecdotes of growing up in a council area to working class parents. However, I found the author to be very unlikeable and the book was extremely self indulgent (I get it’s a memoir but everything that happened was EVERYONE ELSE’S FAULT).
An interesting insight into 70’s/80’s Motherwell but I would have liked her to delve deeper into class and social situations rather than absolute drivel about nail varnish.","Ceri"
"Deborah Orr has had such a fascinating life, and I was so excited to read her account of growing up, particularly given her working class background. But I really struggled to get into this book, I found the way it was written difficult to follow. There was also an ongoing theme of bitterness throughout the book, aimed at her parents, and I feel that this was unnecessary given the explanations she gave for what happened in her childhood which gave the reader enough of an insight. Interesting read for fan’s of her work but otherwise I would not recommend.","Eleanor Jones"
"Interesting themes and ideas - exploring class, gender, and industrial decline in the West Coast of Scotland. The form of memoir was punctuated by high-level opinions, indicating Orr’s columnist sensibility, and psychoanalytical commentary (she mentions having participated in therapy) about family dynamics, and wider cultural issues. I respect that Orr wrote the book she needed to write, and clearly a lot of processing happened through the endeavour. However, the voice (columnist/memoirist/psychoanalytical commentator) wasn’t for me.","mindy"
"This story, so honest, insightful and identifiable, what it is to be a girl, a young woman, the complexity of clashing female ways, of generation, of not knowing what love is or how to show it. And then specific, to her story, working class, Glasgow and being smart, a spotlight shone on some of Britains cultural ways surrounding that. I read this always with a huge sadness, knowing that Deborah Orr had died before she was able to see the publication or read at the launch.","Jo Stones"
"A childhood memoir that clearly has taken a lifetime of considered and agonising thought from the late author, that leaves one with a great feeling of sadness for things left unsaid and relationships lost in time. The fallen splendour of late 70s Motherwell laid bare by a failing steel industry is perfect for the complex, failing mother and daughter relationship central to this book. Dark, gritty and heartfelt in equal measures.","Paul Kerr"
"As an ex Motherwell girl I can relate to some of her thoughts on life in the town, but not to others, but hey, it's not my story.
I liked 'some' of the town descriptions, the one small section where she wrote in the 'accent' was a bit annoying. Her relationship with her mum was obviously very damaging, maybe a cathartic process for her. She survived some horrific events. Sad to hear of her passing, which undoubtedly was why I read this book in the first place.","Ann-marie"
"The story is familiar: a clever working-class child moves up and away from her suffocating family. It's been a theme we encounter often in western literature, certainly until generation X, to which the author belongs. The main value of the book lies in the dispassionate tone of the narration, despite the parents' infuriating inability to adjust and mellow with age. It's good not to have a happy ending in such a tale.","Alexander Van Leadam"
"Too unstructured to be able to keep track and persistent use of “anyway...” which I don’t like! The narcissism theme throughout the book didn’t hit home for me as it felt the author didn’t explain how she had come to learn about this or was able to speak so authoritatively on the subject. Having said that, I loved her scene setting of the working class mining community which invoked lovely memories of my grandparents in the North East.","Daisy Kell-Jones"
"Interesting memoir. The author, now deceased, looks back on her childhood and growing up in Motherwell, Scotland and it is a largely negative outlook blaming her parents for being narcissistic and seeing herself as a victim of a traditional upbringing. As it’s her story, very one sided. I see lots of her complaints as coming from tradition not so much from being a narcissist? Still, interesting read, mostly because of a story of Motherwell and working class in post war Britain.","Agnieszka Higney"
"This was more about Orr's relationship with her mother than I expected.
As a woman from the west of Scotland I enjoyed the reflections on the demise of the communities of the hard industries in the late 20th century.
There was lots to identify with in Orr's sharp memories of the intricacies of lives in that period. I also felt her sense of detachment and otherness returning to her old abode.
It is well written and reminds us of the sad loss of a great writer of her time.","Sarah Hamilton"
"I enjoyed Deborah Orr's account of growing up in the sixties and seventies as I also grew up then and can relate to many of her experiences. I am thankful that, unlike Orr's, my working class parents encouraged me in my wish to go to university and later move away for employment.
This is an interesting and thought provoking read. I don't think Orr's reflections on narcissism added anything though.","Angela Leivesley"
"This is a stunning memoir, it is difficult to read at times. There is great emotional depth to the book. The book details family dynamics and the effect on subsequent adult relationships. The author has great love for her family and home town. As she recognises negative behaviour later in her life she untangles the source of her emotional history. A worthy read and Ms. Orr is a great loss to the world.","Regina Dooley"
"Not an easy read but I find myself constantly thinking about her story, despite finishing the book a few weeks ago. Deborah Orr was born a year after me and so there were elements that resonated, but far more that were alien to me. I admired her determination to escape from her designated path.
Ultimately it was a sad and heart-wrenching read. I have read some of her columns so I know that there were good moments in her life, they did not take place during her girlhood.","Amanda"
"It's all a bit relentlessly bleak, to be honest. I did sympathise a great deal with Orr - her childhood sounds brutal and her family were clearly toxic - but at a certain point I also felt frustrated with her for allowing her parents to shape so much of her life. I also wish she hadn't decided to make this book so grim; while I respect her honesty, it would have been much more readable if there were a few more flashes of joy in the book, even if it was only that she eventually escaped.","Coepi"
"I often read memoirs written by people I’ve never heard of. This doesn’t mean they’re not famous but just that I wasn’t aware of them. Motherwell is the Scottish town where author, Deborah Orr, lived. Stories like this are so frustrating because when describing their earlier lives, hellish at best, you can understand that they had no way out, no way of coping, no way of escaping their parents. Orr really helps the reader better understand narcissism. It’s unfortunate it took her so long….","Carla"
"I loved this book. If anyone ever wanted to know how a smart, seemingly capable woman can end up in a disastrously abusive relationship, and what the impact of dysfunctional parents is, look no further. Deborah Orr sounds like a wonderful, interesting woman I would have loved to have met. You can't help thinking though, that the narcissism label she uses so liberally is unfairly placed on herself - it's as if she had to somehow apologise for sharing her painful stories, like they didn't belong to her. It's heartbreaking to know that she didn't live to see her book published.","Kirstie Hawkins"
"Took me a while to get into, coming from the Motherwell area, lots of familiar moments, places & culture. However, family toxicity was really unfamiliar to my Lanarkshire childhood life. Glad I stuck with it though, as despite some real dark post Motherwell life experiences, I enjoyed the book overall. Well written, a real shame Deborah didn't get to enjoy the accolades the book brought & she deserved.","Katrina Whittingham"
"This was a very interesting read. Orr is honest and does not shy away from the gritty bits of her life. She examines her relationship with her parents in particular, and observes how her upbringing shaped who she became. Her parents are neither idealised nor demonised, nor does she place herself as a victim or hero, but she offers an analysis of the difficulties of living with loving yet narcissistic parents.","Anne"
