"reviews_review","reviews_user"
"I couldn't decide between a 3 and a 5 rating. This book took me so long to read because it never grabbed me, but it had moments of such poignancy and beauty. I do think it's a great book even if pages passed without making an impression. I would only recommend this to people who are interested in form- it completely accomplishes the goal of writing a personal memoir and general history without referring to oneself (using ""me"" or ""I""). It reads more like long-form prose to me, like flipping through a scrapbook, which is a nice effect. But I don't recommend it if you're looking for a story. It is too fragmented and reliant on lists and cursory explanations to be a page turner. Interesting but not engaging.","Lucy Dacus"
"To exist is to drink oneself without thirst.
Reading The Years is like watching one of those short videos, showing the evolution of dance or fashion throughout history.
Our memory is outside us, in a rainy breath of time.
We read the book, as if we are looking at photos and scenes, captured successively in different stages of Annie’s life; as if we are reading news reports about social, economic and political events; events which made an impression on her external and internal self.
Like sexual desire, memory never stops. It pairs the dead with the living, real with imaginary beings, dreams with history.
The Years is freeze-frames of Annie’s memories and her existence; a memoir of one and all.
She begins a novel in which images past and present, her dreams at night and visions of the future, alternate with an “I” who is her double, detached from herself.
There are no chapters, but at the beginning of each decade, she offers and describes a photograph of herself, as a little baby, a child, a teenager, etc. Of course as she always does, she talks about herself in third person.
There is no “I” in what she views as a sort of impersonal autobiography. There is only “one” and “we,” as if now it were her turn to tell the story of the time-before.
This is a writing project of a woman who has lived between 1940 and today, convinced that she has no “personality”.
She will go within herself only to retrieve the world, the memory and imagination of its bygone days, grasp the changes in ideas, beliefs, and sensibility, the transformation of people and the subject that she has seen.
She wants to save everything that has been part of her life; she wants to save her “circumstance”.
The distance that separates past from present can be measured perhaps by the light that spills across the ground between shadows, slips over faces, outlines the folds of a dress- by the twilight clarity of a black-and-white photo, no matter what time it is taken.
She wants to hunt down the sensations inside of her; sensations like the ones that make her write.
Everything will be erased in a second. The dictionary of words amassed between cradle and deathbed, eliminated. All there will be is silence and no words to say it. Nothing will come out of the open mouth, neither I nor me. Language will continue to put the world into words. In conversation around a holiday table, we will be nothing but a first name, increasingly faceless, until we vanish into the vast anonymity of a distant generation.","Helga"
"Annie Erno, the literary Nobel of this year and the case when you feel grateful to academics: if it were not for their choice, I would not have recognized this writer and this book. The peculiarity of Erno the writer is the small volume of works, she is not one of those who pack the treasures of her wisdom in folios. A book that you spend an evening on has a better chance of being read than a thick novel.
""Years"" will take about as much time and are written in such a way that reading is really like watching a social network feed: you squander, immerse yourself in the text as in a video, finding yourself among things, objects, names, ideas, prejudices, emotions, feelings, duties, privileges of one piece of reality. You scroll further and the picture around completely changes. Erno is able to fill a small volume of a separate fragment with meaningful content as tightly as possible, connecting the history of progress, politics, culture with the stages of a woman's life.
A world in which the narrator occupies no less and no more space than everything else. The equivalence of man and history.
Женщина и утраченное время
Вся наша взрослая жизнь прошла при власти, которая не имела к нам никакого отношения, и двадцать три года казались единой безнадежной текучей массой, откуда не вышло ничего удачного в смысле политики. Мы ощущали такую досаду, словно у нас украли часть юности.
Анни Эрно, литературный Нобель нынешнего года и тот случай, когда к академикам испытываешь благодарность: если бы не их выбор, не узнала бы этой писательницы и этой книги. Одна из особенностей Эрно-писателя малый объем произведений, она не из тех, кто пакует сокровища своей мудрости в тысячестраничные кирпичи. В современности все больше тяготеюще к скроллингу и клиповости, у книги, на которую потратишь вечер, больше шансов быть прочитанной, чем у толстого романа.
""Годы"" возьмут примерно столько по времени и написаны так, что чтение, вправду, похоже на просмотр ленты соцсети: проматываешь, погружаешься в текст как в ролик, оказываясь среди вещей, предметов, имен, идей, предрассудков, эмоций, чувств, обязанностей, привилегий одного кусочка реальности. Проматываешь дальше и картина вокруг полностью меняется. Малый объем отдельного фрагмента Эрно умеет максимально плотно наполнить значимым содержанием, соединяя историю прогресса, политику, культуру с этапами жизни женщины.
Книга выстроена в тесной привязке к визуальному ряду, каждый этап предваряет описание фотографии из семейного архива: маленькая девочка, подросток, девушка, юная женщина, молодая жена и мать, мама сыновей подростков, профессионал на грани развода, свободная женщина в новом мучительном романе, синдром опустевшего гнезда, бабушка и опять деструктивные отношения с мужчиной, разрыв и новые отношения, на сей раз конструктивные. Об этом фоном. это не заслоняет собой мира и того, что в нем происходит.
Собственно история в ее предметном наполнении и есть содержание. Вторая половина XX и первое десятилетие XXI века, промежуток времени от примерно 1946 года. когда Анни начинает осознавать себя более-менее внятно, до 2008, в котором книга вышла в свет. Обычная жизнь девочки из нижнего слоя среднего класса, у родителей была своя небольшая торговля в маленьком городке. Вот так одевались, это ели в повседневной жизни, то на праздник, такие разговоры велись в застольях, такие песни пели, такие присказки были, этим восхищались, то презирали и осуждали, так обращались с детьми, так лечились.
Время сдвигается, на следующем фото уже не милая пухлая детка, а девочка. которая хочет быть похожей на кинозвезду и безотчетно копирует позу с обложки журнала. Так общались в школе, четкое разделение класса на три не пересекающихся подмножества: богачки, изгои, середняки. Интересно. что об аспекте классово-кланового разделения с самого раннего этапа взросления практически никто не говорит как Эрно. У большинства тех, кто пишет о школе класс нечто монолитное. У нее четко: были девочки, которые вне школы не взглянули бы на тебя, были такие, которых ты сама не сочла бы достойными разговора. И внезапным узнаванием окатывает: на самом деле так, в любой группе из трех десятков человек общаешься максимум с десятью.
Время идет, девочка взрослеет, вот групповое фото старших школьниц, по спокойной сдержанности героини нипочем не догадаешься, что больше всего на свете ее беспокоит задержка месячных. Дальше: Париж, студентка, роман с будущим мужем, технический прогресс все настойчивее вторгается в повседневность, пылесос, холодильник с морозильной камерой, мечты о малолитражке. Первенец, ежедневные заботы о семье, и вот уже родители с их советами о ребенке и приемах экономии не кажутся такими безнадежно отсталыми.
Политические события, не затрагивая напрямую, не воспринимаются по-настоящему значимыми. Вот война за независимость в Алжире, поди-разбери что там реально происходит. Надо бы скорее подавить бандитов, которые все затеяли. Внезапно Алжир уже не наш, и ""черноногие"" (французские колонисты) возвращаются, а с ними и за ними волна мигрантов-арабов, лояльных прежнему правительству, которым при новой власти грозит смерть. Странно, но они похоже готовы делать самую непрестижную низкооплачиваемую работу - пусть будут.
А потом май 68-го, героине в это время уже к тридцати,семья, работа, двое детей, мечта об отпуске в Испании (там все дешевле). Что? Какие студенческие волнения? После, когда волна докатывается до их провинции, охватывает всю страну - да, мы тоже не выйдем на работу. И вот этот момент: после будут вспоминать май 68 так, словно сами были на баррикадах, временная дистанция искажает восприятия, но на самом деле было вот так.
Так со всем: слушали, читали то и то, ездили отдыхать туда, покупали в семью это. Вот таким прорывом оказался телевизор, давший зрелища всем членам семьи и вернувший мужчин в дом. А так воспринимали политиков: де Голль, Помпиду, Ширак, Жоскар дЭстен, Митерран, Саркози. Индокитай, Мао, Карибский кризис (красавец Кеннеди-мужлан Хрущев), войну во Вьетнаме, Чили, Перестройку, площадь Тяньаньмэнь, Чернобыль, 11 сентября, компьютер, мобильный телефон, интернет.
До предела насыщенный, видимый, слышимый, осязаемый предметный мир, в котором рассказчица занимает не меньше, и не больше места, чем все остальное. Равнозначность человека и истории, органичная встроенность женщины в реальность, которая может казаться равнодушной и враждебной, но их принадлежность друг другу несомненна.","Майя Ставитская"
"I enjoy historical non-fiction so I did find plenty of interest in this part personal memoir/ part collective- autobiographical reflection on French society and history from 1941-2006, which I came to via its Man Booker Prize International longlisting – the jury there deciding that if the main prize jury can count comics as novels, then they can count non-fiction as fiction.
Interestingly one of the recurrent themes of the author’s reflections are on her lifelong ambition to write a novel – for example
“the idea has come to her to write a “kind of woman’s destiny”, set between 1940 and 1985. It would be something like Maupassant’s “A Life” and convey the passage of time inside and outside of herself, in History, a “total novel” that would end with her dispossession of people and things”
Had she but of known the MBI jury were not fussed at the fiction/non-fiction distinction, I feel the author could have been spared years of agony.
This is clearly a book which is aimed at French readers, for whom the extensive cultural observations will make more or less sense depending on their age and interests – for an English reader much of it is obscure and, particularly where there were paragraphs of lists, I simply found myself skipping through large chunks with only at best cursory interest.
And this is not helped by the very odd footnotes. The translator has chosen to provide 29 brief footnotes (when either nil or 100+ or indeed a full appendix would have made more sense) – and I was puzzled by the choices made.
For example why in the sentence: “The table buzzed with peacefully disparate and mocking remarks, about the barbouzes, Mauriac and his stifled cluck of a laugh, the tics of Malraux” is only “barbouzes” footnoted – I can Google that just (if not more) easily than the two names.
This seems to reach a nadir with the decision, among copious untranslated French to footnote the French part of: “Kids requested fruit-flavoured Evain Water (‘l’Evian fruit, c’est plus muscle’)” with the translation as “Fruit flavoured Evain water makes you stronger”, whereas “Comme un arbre dans la Ville” on the same page is completely unfootnoted despite the first having both rather heavy explanatory context and words which are fairly easy to translate even for someone with zero French. In fact I cannot conceive of a reader who could translate the second but not the first.
Only to be exceeded when I was similarly baffled at one of the very limited English translator footnotes being given over to a translation from Spanish (“Giants and Cabzeudos”) which would presumably be just as required by a French reader?
Now I have to be honest the above criticisms are potentially unfair:
There is lots to like in this innovative piece of autofiction, particularly: the way the personal is turned into a collective, the clever way that pictures are used to capture and then anchor the passing of time and the mirroring of physical changes in inner and societal changes; the way political events form a backdrop and media/consumer changes form more of the foreground – reflecting the reality of most people’s actual experiences – so a form of socio-economic rather than political/economic history.
Many of the cultural references were either very interesting to me (for example the constant references to both World Wars from earlier generations, the view of 1968 as a lost opportunity or betrayal), personally familiar (Tour de France references), generally familiar to most English readers (much of French politics) or clear enough that I could grasp the social essence that was being described (and quickly draw an English analogy).
The footnotes while not perfect are useful while not being intrusive.
But the book completely forfeited my good will and sympathy with a shameful joke on the first page – whose inclusion I find entirely unjustifiable and which has cost the book its rating.","Gumble's Yard - Golden Reviewer"
"Elusive
What an impressive undertaking, to write an autobiography without ever using the first person pronoun, without succumbing to the tyranny of me, me, me, but to project oneself as a representative of a generation, a society, a product of circumstances and structures that applied to a whole cohort. I could see it, absolutely, for Annie Ernaux's early life. Born in 1940, she grew up in a monolithic society, yes, one structured by a shared set of values, essentially unchanged over generations. I wondered if this would continue into contemporary times, as the society she lives in becomes more atomised would her style of narration change? No, no. There is a real sense of a faster pace of change between generations, but essentially she still sees Western society as the late flowering of a capitalist concentration on persuading everyone that happiness lies in buying more stuff.
Elusive? Yes, because there are moments arranged across the flow of narrative which look at a photo, a shot of this girl, who becomes a woman, who is recognizable each time, but treated as an image, one to look at and wonder about. Distanced. Elusive.
Reference is made to this painting by Dorothea Tanning, Birthday. Ernaux says that's how she saw her life, doors open, choices to be made.... but that was never a sense I got, ever, that there were choices. Not individual choices, but a kind of socio-determinism.
I have to say that I am puzzled. Maybe the image meant as a balance.","Karen·"
"A fascinating personal and generational memoir though it's more than just a conventional memoir as it defies precise genre pigeonholing. The book narrates the cultural and political history of postwar France blended with the author's autobiographical reminiscences (written in the third person). The collective history is reflected in her personal life but Ernaux also seems to use her own personal story to flesh out the main currents through several decades in French society. The themes range from the evolving position of women, left-right politics, consumerism, colonial oppressions and wars, changing popular cultural tastes in music, films, fashion... an amazing assortment of themes rendered in a uniquely crafted novelistic style.
I think the essence of this unique book is best described in Ernaux's own words in this passage: “By retrieving the memory of collective memory in an individual memory, she will capture the lived dimension of History. This will not be a work of remembrance in the usual sense, aimed at putting a life into story, creating an explanation of self. She will go within herself only to retrieve the world, the memory and imagination of its bygone days, grasp the changes in ideas, beliefs, and sensibility, the transformation of people and the subject that she has seen.” And she accomplished it most brilliantly.","Vesna (on hiatus)"
"An interesting, concise novel that reads like a biography / autobiography, narrated in the third person by a French woman. She writes about social history and the changing society in France during the period 1950s to 2000s. She comments on many topics including the advent of the television, the pill, feminism, student demonstrations in 1968, a socialist President, Algeria and the impact of immigration. The narrator married and had two sons and a daughter. She was a teacher all her working life and always planned to write a book.
First published in 2008. The book was shortlisted for the 2019 Booker International Prize.","George"
"115th book of 2022.
I thought I'd give Ernaux a read post-Nobel win, as I read her Getting Lost pre-Nobel and wasn't hugely impressed. The Years is often considered her masterpiece. I think reading a memoirist is different to reading fiction writers in that you need to build a connection with them before you begin to read about their lives and their feelings, in the same way a novel prepares us for caring about the characters involved by allowing us to get to know them. In Getting Lost I was thrown into Ernaux's diaries from a period in which she was having an affair and found it, mostly, uninspiring and boring. In a similar fashion, I felt the same emotions beginning this book.
The Years is a slippery book, a term I decided I wanted to use in my review about half way through and was surprised to read, in the last few pages, Ernaux call the book, herself, slippery. It's like the memoir version of Billy Joel's ""We Didn't Start the Fire""*. Beginning in the 1940s and running into the 21st century, Ernaux creates a portrait of France, partly the whole world. It's hugely impersonal which, in turn, creates the personal. The book riffs off photographs, beginning with the personal and then expanding to world movements, famous deaths, technology. In some places the book begins to feel a little list-like, which is where I started to grow tired of reading it. The back half of the novel saved any boredom though, as Ernaux begins to dissect why she wanted to write it and what her purpose was, in the same way Mallo does at the end of his Nocilla Trilogy.
She would like to assemble these multiple images of herself, separate and discordant, thread them together with the story of her existence, starting with her birth during World War II up until the present day. Therefore, an existence that is singular but also merged with the movements of a generation. Each time she begins, she meets the same obstacles: how to represent the passage of historical time, the changing of things, ideas, and manners, and the private life of this woman? How to make the fresco of forty-five years coincide with the search for a self outside of History, the self of suspended moments transformed into the poems she wrote at twenty ('Solitude', etc.)? Her main concern is the choice between 'I' and 'she'. There is something too permanent about 'I', something shrunken and stifling, whereas 'she' is too exterior and remote. The image she has of her book in its nonexistent form, of the impression it should leave, is the one she retained from 'Gone With the Wind', read at the age of twelve, and later from 'Remembrance of Things Past', and more recently from 'Life and Fate': an image of light and shadow streaming over faces. But she hasn't yet discovered how to do this. She awaits if not a revelation then a sign, a coincidence, like the madeleine dipped in tea for Marcel Proust.
So this can act as a sort of blurb and the answer to all her questions is reading the book itself. So 5-stars for Ernaux's vision, some 3-star feelings for some of her prose in the beginning, before the novel gathers its momentum, some 4-stars for bits in the middle. A real mix. I'm going to have to read it unrated. Ernaux interests me though, and I'm pleased, all things considered, that she won the Nobel for what she's doing with the form. Anyone playing with the form is to be respected. The image of her burying her cat whilst simultaneously, in her mind, burying everyone she has ever lost, will stick with me. There's a lot in this book about things repeating themselves, time happening at the same time, always, as Einstein said, that the past, present and future are all an illusion.
____________________________
*Harry Truman, Doris Day, Red China, Johnnie Ray
South Pacific, Walter Winchell, Joe DiMaggio
Joe McCarthy, Richard Nixon, Studebaker, television
North Korea, South Korea, Marilyn Monroe
Rosenbergs, H-bomb, Sugar Ray, Panmunjom
Brando, ""The King and I"", and ""The Catcher in the Rye""
Eisenhower, Vaccine, England's got a new queen
Marciano, Liberace, Santayana, goodbye
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
No, we didn't light it, but we tried to fight it
Joseph Stalin, Malenkov, Nasser and Prokofiev
Rockefeller, Campanella, Communist Bloc
Roy Cohn, Juan Peron, Toscanini, Dacron
Dien Bien Phu falls, ""Rock Around the Clock""
Einstein, James Dean, Brooklyn's got a winning team
Davy Crockett, Peter Pan, Elvis Presley, Disneyland
Bardot, Budapest, Alabama, Krushchev
Princess Grace, Peyton Place, Trouble in the Suez
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
No, we didn't light it, but we tried to fight it
Little Rock, Pasternak, Mickey Mantle, Kerouac
Sputnik, Chou En-Lai, ""Bridge on the River Kwai""
Lebanon, Charles de Gaulle, California baseball
Starkweather homicide, children of thalidomide
Buddy Holly, Ben Hur, space monkey, mafia
Hula hoops, Castro, Edsel is a no-go
U2, Syngman Rhee, Payola and Kennedy
Chubby Checker, Psycho, Belgians in the Congo
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
No, we didn't light it, but we tried to fight it
Hemingway, Eichmann, ""Stranger in a Strange Land""
Dylan, Berlin, Bay of Pigs invasion
""Lawrence of Arabia"", British Beatlemania
Ole Miss, John Glenn, Liston beats Patterson
Pope Paul, Malcolm X, British politician sex
JFK – blown away, what else do I have to say?
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
No, we didn't light it, but we tried to fight it
Birth control, Ho Chi Minh, Richard Nixon back again
Moonshot, Woodstock, Watergate, punk rock
Begin, Reagan, Palestine, terror on the airline
Ayatollah's in Iran, Russians in Afghanistan
""Wheel of Fortune"", Sally Ride, heavy metal suicide
Foreign debts, homeless vets, AIDS, crack, Bernie Goetz
Hypodermics on the shore, China's under martial law
Rock and roller, cola wars, I can't take it anymore
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
But when we are gone
It will still burn on, and on, and on, and on, and on, and on, and on, and on
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
No, we didn't light it, but we tried to fight it
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
No, we didn't light it, but we tried to fight it
We didn't start the fire
It was always burning, since the world's been turning
We didn't start the fire
No, we didn't light it, but we tried to fight it","Matthew Ted"
"*Now a deserving Nobel Laureate. This is one of best books I have read.*
""We were mutating. We didn’t know what our new shape would be.""
I love the International Booker Prize's new version. They always have at least a couple of gems in their long list. And this book is such a gem. You could start introducing it by saying that it is an autobiography, however, it isn't just biography of a single person, rather it is a biography of a whole French generation born around 1940. Since the industrial revolution, generational differences have widened exponentially. And a single person can live to see the world change many times in his or her life and that is the case with the generation the author talks about. The generation which is the protagonist of the novel (the pronoun used is 'we') was raised in a peasant conservative family and grew up through second world war, cold war, death of philosophers (philosophers are to French what babas are to Indians and authors are to Russians) liberalization of economy, metro, consumerisation of society, television, sexual revolution, computers, mobiles, 9/11 attacks etc. And it is the story of the author or people her age (she was born in 1940) went through those changes.
One of the motivations behind writing the book seems to be fear of being forgotten. The book starts talking about images will be forgotten.
""Yes. They’ll forget us. Such is our fate, there is no help for it. What seems to us serious, significant, very important, will one day be forgotten or will seem unimportant. And it’s curious that we can’t possibly tell what exactly will be considered great and important, and what will seem petty and ridiculous [. . .]. And it may be that our present life, which we accept so readily, will in time seem strange, inconvenient, stupid, not clean enough,
perhaps even sinful . . .""
—Anton Chekhov (one of the epigraphs
I think people feel this fear far more than they did earlier. It could be one of the reasons behind the click-happy culture that is developing the world over. The author regularly goes back to look back at her old pictures and talk about her memories of those times.
The next generations will just take for granted the very things they had to fight for. There are people who are jealous of their earlier generation who supposedly lived in 'simpler' times, I myself am jealous of future generations who will be born taking such things like internet and free books for granted and will have so much more to explore (provided global warming or Trump don't destroy the world of course):
""The moon, when we looked up at night, shone fixedly on billions of people, a world whose vastness and teeming activity we could feel inside. Consciousness stretched across the total space of the planet toward other galaxies. The infinite ceased to be imaginary. That is why it seemed inconceivable that one day we would die.""
The book goes from the time of the birth of author to the moment till she has found her inspiration. In the last parts she is already thinking of writing the book:
""She would like to assemble these multiple images of herself, separate and discordant, thread them together with the story of her existence, starting with her birth during World War II up until the present day. Therefore, an existence that is singular but also merged with the movements of a generation. Each time she begins, she meets the same obstacles: how to represent the passage of historical time, the changing of things, ideas, and manners, and the private life of this woman? How to make the fresco of forty-five years coincide with the search for a self outside of History, the self of suspended moments transformed into the poems she wrote at twenty (“Solitude,” etc.)? Her main concern is the choice between ���I” and “she.” There is something too permanent about “I,” something shrunken and stifling, whereas “she” is too exterior and remote. The image she has of her book in its nonexistent form, of the impression it should leave, is the one she retained from Gone with the Wind, read at the age of twelve, and later from Remembrance of Things Past, and more recently from Life and Fate: an image of light and shadow streaming over faces. But she hasn’t yet discovered how to do this. She awaits if not a revelation then a sign, a happenstance, as the madeleine dipped in tea was for Marcel Proust.""
Most of the book is quotable but here are a few:
Change of Values over time
""Some sentiments fell out of use, ones we no longer felt and found absurd, such as patriotism and honor, reserved for inferior times and abused populations. Shame, invoked at every turn, was a shadow of its former self—a passing aggravation, a short-lived wound to the ego. “Respect,” first and foremost, was the demand of that same ego for the recognition of others. One no longer heard the words “goodness” or “good people.” Pride in what one did was substituted for pride in what one was—female, gay, provincial, Jewish, Arab, etc.""
""They pinned a button on their backpacks, the image of a black suitcase and the slogan Who’s next? They tucked it in a drawer at home as a memento. They signed petitions and forgot the cause, forgot they’d even signed them—who was Abu-Jamal, again? Then, overnight, their energy flagged. Effusion alternated with anomie, protest with consent. The word “struggle” was discredited as a throwback to Marxism, become an object of ridicule. As for “defending rights,” the first that came to mind were those of the consumer.""
Development of language
""We lived in a profusion of everything, objects, information, and “expert opinions.” No sooner had an event occurred than someone issued a reflection, whatever the subject: manners of conduct, the body, orgasm, and euthanasia. Everything was discussed and decrypted. Between “addiction,” “resilience,” and “grief work,” there were countless ways of transposing life and emotions into words. Depression, alcoholism, frigidity, anorexia, unhappy childhoods, nothing was lived in vain anymore. The communication of experience and fantasies was pleasing to the conscience. Collective introspection provided models for putting the self into words. The repertoire of shared knowledge grew. The mind grew more agile, children learned at a younger age, and the slowness of school drove young people to distraction. They texted on their mobiles full tilt.""
On arrival of television
""Only facts presented on TV achieved the status of reality. Everyone had a color set. The elderly turned it on at noon when the broadcast day began and fell asleep at night in front of the test pattern. In winter, the pious had only to watch The Lord’s Day to attend Mass at home. Housewives ironed while watching the soap operas on channel 1, or Madame Today on 2. Mothers kept children quiet with Les visiteurs du mercredi and The Wonderful World of Disney. For everyone, TV spelled the availability of immediate, low-cost distraction and peace of mind for wives, who were able to keep their husbands home on Sundays with the televised sports. It surrounded us with a constant and impalpable solicitude that bobbed along on the unanimously smiling and understanding faces of the show hosts (Jacques Martin and Stéphane Collaro), their easy affability (Bernard Pivot, Alain Decaux). We were increasingly united by the same curiosities, fears, and satisfaction.""
On the arrival of Walkman (my favorite quote)
""With the Walkman, for the first time music entered the body. We could live inside music, walled off from the world.""
On arrival of Internet
""The quick jump-click of the mouse on the screen was the measure of time.
In less than two minutes, one could locate classmates from Camille Jullian high school in Bordeaux, second C2 class, 1980 to 1981, a song by Marie-Josée Neuville, an article from 1988 in L’Humanité. The web was the royal road for the remembrance of things past. Archives and all the old things that we’d never even imagined being able to find again arrived with no delay. Memory became inexhaustible, but the depth of time, its sensation conveyed through the odor and yellowing of paper, bent-back pages, paragraphs underscored in an unknown hand, had disappeared. Here we dwelled in the infinite present.""
On click-happy culture
""We never stopped wanting to click on “save” and keep all the photos and films, viewable on the spot. Hundreds of images were scattered to the four winds of friendship, new social use of photos. They were transferred and filed in seldom-opened folders on the computer. What mattered most was the taking of the photos, existence captured and duplicated, recorded as we were living it—cherry trees in bloom, a hotel room in Strasbourg, a baby minutes after birth, places, events, scenes, objects, the complete conservation of life. With digital technology, we drained reality dry.""
Commercialisation
""Commercial time invaded calendar time with renewed vigor. Christmas already, people sighed as toys and chocolate besieged the hypermarkets, just after All Saints’ weekend. They were depressed, already feeling the vise-grip of the holiday season, which forced one to think of oneself, one’s loneliness and purchasing power as compared to the rest of society—as if Christmas night were the crowning moment and end of all existence. It was a vision that made us want to go to sleep in November and wake up in the new year. We entered the most grueling period of desire and hatred of things, the peak of the consumer year. With loathing we stood in overheated lines, and performed the consumer act like a sacrifice, a duty of spending offered up to who-knows-what god in the name of who-knows-what salvation. Resigned to “doing something for Christmas,” we bought decorations for the tree and planned the menu for the holiday meal.""
""In the middle of that first decade of the twenty-first century, which we never referred to as “the noughties,” at the table where we’d gathered the children, now getting on forty (though with their jeans and Converse sneakers they still looked like teens), and their partners—the same for several years now—and the grandchildren, and also a man who’d graduated from transitional secret lover to stable companion, eligible for family gatherings, conversation began with a swarm of back-and-forth questions about work, insecure or threatened by downsizing as a result of new ownership, modes of transport, schedules, holidays, how many cigarettes a day and quitting, leisure activities, photo and music downloads, recent purchases of new objects, the latest version of Windows, the latest model of mobile phone, 3G, attitudes toward consumption and time management, everything that helped them refresh their knowledge of one another, assess the other’s lifestyle while privately confirming the excellence of their own.""
Still true for Indians
You could argue that most of East still lags behind by a couple of generation from the west. And Indians will find the following quotes relatable:
""For girls, shame lay in wait at every turn. The verdict of too loomed large over their clothing and makeup: too short, long, low-cut, tight, flashy, etc. The height of their heels, whom they saw, what time they went out and came in, the crotch of their underwear, month after month, were subject to all-pervasive surveillance by society.""
""At every moment in time, next to the things it seems natural to do and say, and next to the ones we’re told to think—no less by books or ads in the Métro than by funny stories—are other things that society hushes up without knowing it is doing so. Thus it condemns to lonely suffering all the people who feel but cannot name these things. Then the silence breaks, little by little, or suddenly one day, and words burst forth, recognized at last, while underneath other silences start to form.""","Sidharth Vardhan"
"“She would like to assemble these multiple images of herself, separate and discordant, thread them together with the story of her existence, starting with her birth during World War II up until the present day. Therefore, an existence that is singular but also merged with the movements of a generation. Each time she begins, she meets the same obstacles: how to represent the passage of historical time, the changing of things, ideas and manners, and the private life of this woman?”
Annie Ernaux ~ The Years (Les Années)
Let the great world spin.
A woman in search of lost time, decides to write a book about how she understands her own place in the timeline of (her) life.
But it’s a memoir turned on its head, spun in a radically different way. A memoir recounted solely from the outside, collecting images, names, places, idioms and expressions, historical moments, family events, societal shifts and dated photographs in the mad rush of remembering.
A memoir as an existential spool of yarn, propelled by the warning of its bewitching first line: “All the images will disappear”.
A memoir where the elegant distanced “she” and the buzzy collective “we” replace the too egotistical “I” in a dizzying artistic project, adding layer upon layer upon layer of meaning on one single little person.
A memoir as palimpsest, where the evolution of the self is observed in the never-ending halls of mirrors of History, in the never-ending Sunday family lunches where the stories we tell literally speak what becomes memory.
A memoir that asks - in a sea of years and a handful of photographs that feel both blurry and delineated - the haunting, daunting question: Where are you in the dizzying dance of your life?","Melanie"
"When this year’s Man Booker International Prize longlist was announced it included French book “The Years” by Annie Ernaux. Some people scratched their heads at its inclusion – not because of its perceived quality – but because the English version was published in the UK by Fitzcarraldo with their recognizable plain white covers and blue lettering. This signifies it’s a book of essays or nonfiction (as opposed to their plain blue covers with white lettering which signifies it’s a work of fiction.) But the Man Booker International Prize is only open to fiction. What gives? Well, when “The Years” first appeared in its native French language it was classified as a novel. So apparently Fitzcarraldo asked the Booker if “The Years” could be submitted as a novel even though they originally classified it as nonfiction. The Booker accepted.
This titbit of gossip doesn’t matter, but it shows how the form of “The Years” doesn’t follow any neat classification. It’s part fiction, part essay, part autobiography. Personally, I don’t care how books are categorized or which shelf they sit on in a bookstore. What is important is how this revolutionary book conveys a sense of history, consciousness and national identity like no other book I’ve read before. Narrated in a unique collective “we” voice it follows a woman and those around her from post-WWII through to the current Information Age. In doing so it provides such a unique shifting sense of time as it speaks from the perspective of people in an era of rapid change. Also it regularly focuses on jarringly precise details that come close to poetry. Somehow it achieves the startling feat of being both intimately personal while also speaking as the collective voice of a generation. It’s extraordinary, beautiful and warrants prizes no matter what label it’s published under.
Read my full review of The Years by Annie Ernaux on LonesomeReader","Eric Anderson"
"Impressive, yet not enjoyable, The Years merges personal and cultural history, making neither particularly interesting. Ernaux has many quotable observations about France from 1940 through 2007, but the lack of characters or narration make the list of memories tedious and eminently put-down-able.","Karine"
"Brilliant. I haven't read such a fantastic memoir in a long time.","Lavinia"
"Looking at the story of one's life in retrospect. Giving an unsentimental autobiographical account. Sharing her precious memories with the reader. Describing the ages and stages that are closely connected to the history of the country and the society. The memories of what she did, thought and felt at different times of her life. The memories that has made her the person she is now.","Olga"
